,Name,Price,Genres,Release date,Average playtime forever,Positive,Negative
1362700,"Jul 22, 2020",0,"Indie,Simulation,Early Access",0 - 20000,0,2,6
3026720,"Sep 5, 2024",25,"Adventure,Casual,Strategy",0 - 20000,0,5,0
3253860,"Jan 16, 2025",0,"Casual,Simulation",0 - 20000,0,31,1
305500,"Mar 20, 2015",90,"Action,Indie,RPG",20000 - 50000,17,102,85
1031570,"Feb 25, 2019",0,"Casual,Indie",0 - 20000,0,15,10
2948420,"May 30, 2024",0,"Action,Simulation,Early Access",0 - 20000,0,3,0
2220070,"Jan 20, 2023",50,"Casual,Indie,Simulation",0 - 20000,0,34,8
697970,"Sep 13, 2017",0,"Action,Casual,Free To Play,Indie",20000 - 50000,97,25,7
1640810,"May 15, 2022",0,"Casual,Indie,RPG",50000 - 100000,0,39,18
3370990,"Dec 14, 2024",0,,0 - 0,0,0,0
2121840,"Aug 31, 2022",0,RPG,0 - 20000,0,10,4
3837090,"Jul 22, 2025",0,"Action,Indie",0 - 0,0,0,0
1243690,"Jan 28, 2021",90,Action,0 - 20000,0,58,42
1717130,"Nov 24, 2021",73,"Adventure,Casual,Indie,RPG,Simulation,Sports,Strategy",0 - 20000,0,0,0
1458930,"Dec 9, 2020",0,"Adventure,Casual,Indie",0 - 20000,270,166,8
1976230,"Sep 9, 2022",0,"Action,Casual,Indie,Free To Play",0 - 0,0,0,0
3251180,"Nov 27, 2024",40,"Casual,Indie",0 - 20000,0,0,0
1769360,"Aug 6, 2022",10,"Adventure,Casual,Indie,Early Access",0 - 20000,0,15,4
1718300,"Jul 21, 2025",0,"Action,Adventure,Indie,RPG",0 - 20000,0,30,2
2650610,"May 13, 2024",0,"Casual,Indie,Strategy",0 - 20000,0,0,0
1952740,"Jun 19, 2022",0,"Casual,Simulation,Strategy",0 - 20000,0,46,1
1053710,"Dec 8, 2021",0,"Adventure,Casual,Indie,RPG",50000 - 100000,75,828,173
907710,"Oct 15, 2020",94,"Adventure,Indie",20000 - 50000,0,53,41
2916120,"Jan 23, 2025",0,,0 - 0,0,0,0
41600,"Nov 4, 2009",0,"Action,Adventure",20000 - 50000,16,58,65
2407270,"Mar 27, 2025",0,"Action,Adventure,Indie,RPG",200000 - 500000,1009,20512,1513
1255680,"Sep 30, 2020",0,"Action,Indie,RPG,Early Access",0 - 20000,0,10,0
3070180,"Aug 23, 2024",0,"Simulation,Free To Play",0 - 0,0,0,0
3219340,"Oct 18, 2024",0,,0 - 0,0,0,0
2374420,"Oct 17, 2023",80,"Adventure,Indie,Strategy",20000 - 50000,0,15,1
1933670,"Dec 16, 2022",0,"Casual,Indie,RPG",0 - 20000,162,19,39
3332690,"Dec 6, 2024",0,Casual,0 - 20000,0,7,0
1890280,"Apr 9, 2022",0,"Action,Adventure,Indie",0 - 20000,0,11,1
2152530,"Nov 30, 2023",0,,0 - 0,0,0,0
1962840,"Apr 20, 2022",0,"Casual,Indie",0 - 20000,0,0,0
2382210,"May 12, 2023",0,"Action,Casual,Indie,Simulation,Early Access",0 - 20000,0,1,8
1462560,"Apr 30, 2021",0,"Action,Adventure,Casual,Indie",0 - 20000,0,0,0
1844340,"Dec 31, 2021",0,"Indie,Strategy,Early Access",0 - 20000,0,11,1
1357020,"Jul 14, 2020",0,"Casual,Indie,Simulation,Strategy",0 - 20000,0,2,1
624370,"May 24, 2017",0,"Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy",0 - 20000,0,36,19
882910,"Sep 13, 2018",0,"Action,Adventure,Massively Multiplayer,Simulation",0 - 20000,0,9,10
4062770,"Nov 29, 2025",0,"Action,Adventure,Indie",0 - 20000,0,0,0
3015220,"Nov 17, 2025",0,,0 - 0,0,0,0
1076770,"Aug 16, 2019",0,"Action,Indie",0 - 20000,0,6,0
656740,"Jan 21, 2019",0,"Action,Indie,RPG",20000 - 50000,0,84,13
1347010,"Jun 26, 2020",72,"Casual,Indie",50000 - 100000,0,10,5
1037330,"Mar 14, 2019",0,"Casual,Indie,Simulation",0 - 20000,0,5,3
3247050,"Oct 22, 2024",0,"Casual,Indie,Simulation,Free To Play",0 - 20000,0,4,2
2947980,"Dec 9, 2024",30,"Adventure,Casual",0 - 20000,235,28,0
2368800,"May 6, 2023",0,"Casual,Simulation,Strategy",0 - 20000,0,2,3
2765280,"Jun 5, 2024",0,,0 - 0,0,0,0
2558420,"Sep 19, 2023",0,"Action,Adventure,Indie",0 - 20000,0,0,0
4057050,"Dec 14, 2025",20,"Adventure,RPG,Simulation",0 - 20000,17,0,0
2890550,"Jan 30, 2025",0,"Action,Indie,Sports,Free To Play",0 - 20000,0,4,0
3102460,"Sep 5, 2024",0,"Action,Casual,Indie",0 - 20000,0,4,0
281640,"Apr 19, 2016",0,"Indie,RPG,Strategy",200000 - 500000,685,3241,371
3706870,"May 3, 2025",0,,0 - 0,0,0,0
659920,"Jan 18, 2018",0,"Indie,Simulation,Strategy,Early Access",0 - 20000,58,69,37
2098970,"Aug 27, 2022",0,"Casual,Indie",0 - 20000,0,0,0
3960560,"Aug 30, 2025",0,,0 - 0,0,0,0
3570420,"Mar 6, 2025",0,,0 - 0,0,0,0
4166860,"Dec 8, 2025",0,"Action,Indie,Early Access",0 - 0,0,0,0
2302540,"Feb 22, 2025",0,"Adventure,Indie,RPG,Free To Play",0 - 20000,0,0,0
3351760,"Dec 3, 2024",0,"Casual,Indie",0 - 20000,0,2,1
620630,"Apr 7, 2017",0,Strategy,20000 - 50000,0,12,9
1123830,"May 6, 2021",0,"Casual,Indie,Simulation,Strategy",200000 - 500000,1135,1731,450
2657610,"Feb 16, 2024",0,"Indie,Early Access",100000 - 200000,0,35,0
337720,"Mar 24, 2016",0,"Adventure,Indie",20000 - 50000,0,211,9
2387100,"May 2, 2023",0,"Action,Adventure,Casual,Indie,Free To Play",0 - 0,0,0,0
1089650,"Jun 12, 2019",0,"Action,Free To Play,Early Access",100000 - 200000,0,410,113
1936990,"Feb 14, 2024",0,"Action,Adventure,Indie",0 - 20000,0,36,1
19830,"Sep 25, 2008",0,Action,200000 - 500000,232,1783,161
3069860,"Aug 9, 2024",0,"Casual,Free To Play",0 - 20000,0,0,0
3771740,"Jun 19, 2025",0,"Adventure,Casual,Indie",0 - 0,0,0,0
3323300,"Dec 11, 2024",0,"Action,Casual,Indie,Free To Play",0 - 20000,0,4,0
2175540,"Sep 11, 2024",0,RPG,0 - 20000,3080,529,148
339860,"Feb 27, 2015",0,"Adventure,Indie,Massively Multiplayer,RPG,Strategy",0 - 0,0,0,0
1198400,"May 27, 2020",55,"Action,Adventure,Indie",20000 - 50000,1307,356,81
589940,"Oct 14, 2021",70,"Action,Adventure,Indie",20000 - 50000,77,375,28
1672700,"Jul 6, 2021",0,"Action,Indie",0 - 20000,0,7,0
1161110,"Jan 5, 2020",0,"Free To Play,Indie,Simulation",0 - 20000,0,12,0
3188910,"Dec 3, 2024",0,"Casual,Indie,RPG,Simulation,Free To Play",0 - 20000,0,0,0
3788760,"Jul 22, 2025",20,"Casual,Indie,Early Access",0 - 20000,0,0,0
1642250,"Jun 11, 2021",0,"Action,Adventure,Casual,Indie",0 - 20000,0,9,6
3272860,"Nov 4, 2024",0,"Action,Casual,Indie,Early Access",0 - 20000,0,0,0
252190,"Jan 30, 2025",35,"Indie,RPG,Strategy",0 - 20000,73,157,98
2190220,"Feb 7, 2024",50,"Action,Adventure,Casual,Indie",100000 - 200000,161,1583,392
3293300,"Nov 1, 2024",0,"Strategy,Free To Play",0 - 20000,0,0,0
2582140,"Oct 7, 2025",0,"Casual,Simulation,Early Access",0 - 20000,432,0,0
3024940,"Jun 25, 2024",0,"Casual,Indie,Simulation",0 - 20000,0,1,0
1446450,"Nov 23, 2020",0,Casual,0 - 20000,0,22,12
3500750,"Jul 3, 2025",0,"Adventure,Indie",0 - 20000,0,0,0
1255880,"Aug 12, 2020",0,Indie,0 - 20000,0,6,1
2129780,"Sep 14, 2022",0,Indie,0 - 20000,0,2,0
1951610,"Oct 3, 2025",50,"Action,Adventure,Indie",0 - 20000,0,0,0
2419330,"May 26, 2023",0,"Action,Adventure,Casual,Free To Play,Strategy",0 - 0,0,0,0
1033250,"Jun 5, 2019",0,"Adventure,Indie,Early Access",0 - 20000,0,1,2
622370,"Oct 18, 2017",0,"Action,Indie",50000 - 100000,602,146,111
2985190,"May 27, 2024",51,"Adventure,Casual,Simulation",0 - 20000,0,6,10
3746870,"Jun 30, 2025",0,"Casual,Simulation",0 - 20000,0,0,0
1352340,"Mar 24, 2021",60,"Casual,Indie,Racing",0 - 20000,0,38,3
2860450,"Jul 8, 2024",60,"Indie,Simulation,Strategy",0 - 20000,390,344,67
2660860,"Nov 8, 2023",0,"Racing,Strategy",0 - 20000,0,0,0
2819120,"Jul 25, 2024",70,"Casual,Strategy",0 - 20000,0,56,3
3722890,"Jun 13, 2025",0,"Casual,Indie,Free To Play,Early Access",0 - 0,0,0,0
2460730,"Jul 3, 2023",0,RPG,20000 - 50000,0,2,1
3411010,"Jan 1, 2025",30,"Action,Adventure,Casual,Indie",0 - 20000,0,0,1
1924170,"May 11, 2023",80,"Racing,Simulation,Sports",20000 - 50000,357,474,161
3109580,"Mar 6, 2025",0,"Action,Adventure",200000 - 500000,926,1331,255
2730090,"Jan 10, 2024",0,"Action,Casual,Indie,Sports",0 - 0,0,0,0
3975720,"Oct 23, 2025",0,"Action,Indie,Free To Play",0 - 0,0,0,0
1086750,"Jun 11, 2019",0,"Casual,Indie",0 - 20000,0,59,10
1974090,"May 23, 2022",0,"Action,Free To Play,Simulation,Strategy",0 - 0,0,0,0
703360,"Feb 13, 2018",0,"Action,Casual,Indie,Simulation",0 - 20000,1,5,6
687320,"Sep 5, 2017",0,Action,0 - 20000,0,15,5
1755280,"Dec 16, 2021",0,"Adventure,Casual,Indie",0 - 20000,0,71,1
1121100,"Aug 12, 2019",0,"Action,Casual,Indie",0 - 20000,0,6,1
1933330,"Apr 27, 2022",0,"Adventure,Casual,Indie",20000 - 50000,0,0,1
2547510,"Sep 22, 2023",0,"Casual,Indie,Simulation,Strategy,Early Access",0 - 20000,0,1,1
2319670,"Feb 17, 2023",0,,0 - 0,0,0,0
252970,"Sep 5, 2014",0,"Action,Indie,Strategy",0 - 20000,218,156,57
1990060,"Mar 5, 2024",0,"Action,Adventure,Indie",0 - 20000,0,23,10
3267900,"Jun 25, 2025",0,"Casual,Simulation,Strategy",0 - 20000,302,0,0
1825990,"Dec 8, 2021",0,"Action,Adventure,Indie",20000 - 50000,0,2,5
1264650,"Nov 25, 2020",0,"Adventure,Casual",0 - 20000,0,14,1
1920120,"Jun 19, 2023",0,"Indie,Simulation",0 - 20000,0,34,3
614630,"May 28, 2018",0,"Adventure,Casual,Indie,Simulation",100000 - 200000,667,486,152
3564700,"Jun 24, 2025",0,"Action,Adventure,Casual,Indie",0 - 20000,0,0,0
1490880,"Dec 20, 2020",0,"Action,Indie",0 - 20000,0,3,1
2851660,"Sep 22, 2024",0,"Casual,Simulation,Sports",0 - 0,0,0,0
2254140,"May 10, 2023",0,"Action,Indie,Strategy,Free To Play",100000 - 200000,0,15,1
2160190,"Jun 23, 2023",40,"Adventure,Indie,Early Access",0 - 20000,0,8,7
2233580,"Nov 10, 2023",75,"Action,Massively Multiplayer",0 - 20000,0,9,2
682290,"Sep 28, 2018",0,"Free To Play,Early Access",200000 - 500000,95,512,384
2776860,"Mar 31, 2025",0,"Casual,Indie,Free To Play",0 - 20000,0,0,0
1678520,"Aug 26, 2021",0,"Action,Adventure,Casual,Indie",0 - 20000,0,11,2
3348270,"Aug 27, 2025",0,"Adventure,Indie",0 - 20000,0,0,0
640690,"Apr 19, 2018",0,"Adventure,Indie,Early Access",0 - 20000,0,10,6
651170,"Jul 10, 2017",0,"Action,Casual,Indie",0 - 20000,0,5,2
3685540,"May 16, 2025",0,"Casual,Indie",0 - 20000,0,26,2
1822940,"Dec 22, 2021",0,"Casual,Indie,RPG,Strategy",0 - 20000,0,1,0
2892490,"Apr 2, 2024",0,"Action,Casual,Indie",0 - 20000,0,0,0
2310860,"Mar 25, 2023",0,"Action,Casual,Indie,Racing",0 - 20000,0,14,0
2621140,"Oct 16, 2023",0,"Adventure,RPG,Strategy",0 - 20000,0,2,2
1745120,"Apr 24, 2024",0,,0 - 0,0,0,0
3529900,"Apr 6, 2025",0,"Casual,Indie",0 - 20000,0,1,0
1593570,"Apr 23, 2021",0,"Casual,Indie,Simulation",0 - 20000,0,0,1
2023960,"Jul 1, 2022",0,Indie,0 - 20000,0,1,0
3388440,"Jan 3, 2025",0,"Adventure,Indie,Free To Play",0 - 0,0,0,0
3841900,"Nov 25, 2025",0,"Indie,Strategy",0 - 0,0,0,0
3719370,"Sep 15, 2025",0,,0 - 0,0,0,0
547970,"Oct 13, 2017",0,"Action,Indie",0 - 20000,36,12,14
3355750,"Dec 20, 2024",0,"Action,Casual,Indie,Strategy",0 - 20000,0,4,3
1207710,"May 7, 2020",75,"Action,Adventure,Indie",0 - 20000,0,20,8
3915140,"Sep 4, 2025",0,"Indie,Simulation",0 - 20000,183,0,0
3161510,"Nov 2, 2024",0,"Action,Adventure,Casual,Indie",0 - 20000,0,94,12
1992980,"May 31, 2022",0,"Casual,Indie,Strategy",0 - 20000,0,9,0
3432540,"Feb 8, 2025",0,"Casual,RPG,Simulation",0 - 0,0,0,0
2243420,"Nov 9, 2023",0,"Action,Casual,Indie",0 - 20000,0,3,0
3465850,"Jul 19, 2025",0,"Action,Adventure,Indie,RPG,Strategy",0 - 20000,0,0,0
942270,"Oct 11, 2018",40,"Indie,RPG",0 - 20000,0,0,0
4013760,"Sep 17, 2025",0,,0 - 0,0,0,0
3797750,"Jun 11, 2025",0,,0 - 0,0,0,0
2307690,"Apr 20, 2023",0,"Adventure,Casual,Strategy,Free To Play",0 - 0,0,0,0
835560,"May 4, 2018",0,"Action,Adventure,Casual,Indie",0 - 20000,0,8,9
735580,"Nov 8, 2018",85,"Adventure,Casual",100000 - 200000,274,1699,278
253790,"Jan 30, 2014",0,"Indie,Strategy",20000 - 50000,254,223,46
2195960,"Aug 28, 2024",0,"Action,Adventure,Casual,Simulation",0 - 20000,0,3,3
1500810,"Feb 21, 2021",51,"Adventure,Casual,Indie",0 - 20000,0,0,2
2739420,"Apr 10, 2025",0,Adventure,0 - 20000,0,29,6
563750,"Dec 9, 2016",20,"Simulation,Sports,Strategy",0 - 20000,61,79,55
3192560,"Mar 13, 2025",0,Adventure,0 - 20000,0,11,0
2796230,"Feb 15, 2024",0,"Action,Indie",0 - 20000,47,121,39
1490910,"Dec 25, 2020",0,"Casual,Indie",0 - 20000,0,17,2
3515290,"Mar 27, 2025",0,Indie,0 - 20000,0,18,3
4022630,"Oct 1, 2025",0,"Casual,Indie,Free To Play",0 - 0,0,0,0
1166780,"Oct 22, 2019",0,"Adventure,Indie",0 - 20000,81,38,9
3272330,"Feb 10, 2025",50,"Casual,Indie,Simulation,Strategy",0 - 20000,0,1,0
3500850,"May 3, 2025",0,,0 - 0,0,0,0
1641210,"Jun 11, 2021",0,"Adventure,Indie,RPG",0 - 20000,0,22,3
1116010,"Sep 29, 2019",0,"Action,Casual,Indie",0 - 20000,0,1,1
3983230,"Sep 24, 2025",0,"Action,Indie,Free To Play,Early Access",0 - 0,0,0,0
1633400,"Jun 5, 2021",0,Indie,20000 - 50000,0,0,1
1733080,"Oct 23, 2024",0,"Action,Adventure,Indie,RPG",0 - 20000,0,41,15
3993700,"Oct 15, 2025",0,Utilities,0 - 0,0,0,0
1971570,"Jul 14, 2023",0,"Racing,Simulation,Sports",0 - 20000,0,17,4
1636990,"Sep 7, 2022",84,"Action,Adventure",0 - 20000,0,5,0
1923170,"May 3, 2022",0,"Action,Adventure,Casual,Free To Play",0 - 20000,0,21,6
1406990,"Nov 26, 2020",0,"Adventure,Casual,Indie",200000 - 500000,300,8392,227
2493710,"Jul 27, 2023",25,"Adventure,Casual,Simulation",0 - 20000,0,21,3
1034950,"Mar 14, 2019",0,"Indie,RPG",0 - 20000,0,13,0
843520,"Mar 4, 2022",0,"Action,Casual,Indie,Massively Multiplayer,Strategy",0 - 20000,0,41,27
2403060,"Jun 27, 2023",76,"Adventure,Casual,Simulation",0 - 20000,0,8,0
3611560,"Apr 16, 2025",0,"Action,Casual,Indie",0 - 20000,0,3,0
918320,"Oct 10, 2018",0,"Action,Adventure,Indie",0 - 20000,0,8,3
3806930,"Jun 12, 2025",0,,0 - 0,0,0,0
3124310,"Aug 20, 2025",0,"Action,Casual,Indie,Strategy",0 - 20000,0,0,0
2076200,"Jul 26, 2022",0,"Action,Adventure,RPG",0 - 20000,0,8,0
2066460,"Sep 27, 2022",0,"Action,Indie,RPG,Early Access",0 - 20000,0,69,87
2151900,"Feb 22, 2023",0,"Action,Free To Play,Indie,Simulation",0 - 0,0,0,0
833980,"Nov 30, 2018",0,"Adventure,Casual,Indie",0 - 20000,0,32,4
2408600,"Sep 1, 2023",0,"Action,Indie",0 - 20000,0,5,0
1810980,"Jan 5, 2022",0,"Casual,Indie,Simulation,Strategy,Free To Play",100000 - 200000,38,385,111
2548500,"Dec 11, 2025",0,"Action,Adventure,Indie",0 - 20000,0,0,0
2312900,"Mar 1, 2023",0,"Action,Adventure,Indie,RPG,Strategy",0 - 20000,0,7,2
444220,"Feb 24, 2016",0,"Action,Adventure,Casual,Indie,RPG",200000 - 500000,375,513,272
2931920,"Aug 11, 2024",0,"Casual,Massively Multiplayer,RPG,Simulation,Strategy,Free To Play",0 - 0,0,0,0
3558580,"Mar 22, 2025",0,"Simulation,Strategy",0 - 20000,0,0,0
3128780,"Sep 26, 2024",0,"Action,Indie,Sports",0 - 20000,0,28,0
2261940,"Jun 8, 2023",0,"Adventure,Casual,Indie,RPG,Simulation,Strategy",0 - 20000,0,23,15
700360,"Jun 3, 2022",0,"Action,Casual,Strategy",0 - 20000,0,17,5
513550,"Feb 23, 2017",0,"Adventure,Casual,Indie",0 - 20000,3,50,37
494470,"Aug 14, 2016",0,Adventure,0 - 20000,225,51,44
2617630,"Mar 14, 2024",0,,0 - 0,0,0,0
384680,"Jul 16, 2015",75,"Adventure,Indie",50000 - 100000,293,796,81
387290,"Apr 27, 2016",75,Action,2000000 - 5000000,533,63788,3191
1594400,"Jun 4, 2021",0,"Action,Adventure,Casual,Indie,RPG,Simulation",0 - 20000,0,287,50
3314240,"Nov 26, 2024",0,"Action,Adventure,Casual,Indie,RPG,Early Access",0 - 20000,0,0,0
1845280,"Feb 18, 2022",0,"Adventure,Indie",0 - 20000,0,40,16
2942050,"May 11, 2024",0,"Action,Casual,Indie,Simulation,Strategy",0 - 20000,0,22,9
962970,"Dec 12, 2018",70,"Adventure,Indie,RPG",0 - 20000,204,462,104
2079180,"Aug 7, 2023",0,"Adventure,Casual,Indie,Simulation",0 - 20000,40,199,9
771820,"Jun 2, 2018",0,"Adventure,Casual,RPG,Strategy",0 - 20000,0,1,2
1397940,"Sep 29, 2020",0,"Action,Adventure,Indie",20000 - 50000,0,19,16
685230,"Aug 25, 2017",0,"Action,Indie",20000 - 50000,0,33,17
1714660,"May 13, 2022",0,"Adventure,Indie",0 - 20000,0,31,2
2097810,"Sep 20, 2022",50,"Action,Adventure,Casual",0 - 20000,0,1,1
811470,"Nov 30, 2019",0,"Action,Casual,Indie,Simulation,Early Access",0 - 20000,0,7,3
1346660,"Jul 16, 2020",0,"Indie,Simulation",0 - 20000,0,0,0
1081160,"May 24, 2019",0,Indie,0 - 20000,0,44,1
3485250,"Jun 23, 2025",0,"Indie,Strategy",0 - 20000,0,0,0
1045650,"May 2, 2019",0,"Casual,Indie,Racing,Simulation",0 - 20000,0,159,31
1739440,"Aug 27, 2021",0,,0 - 0,0,0,0
3644110,"Aug 14, 2025",30,"Adventure,Indie",0 - 20000,0,0,0
1175890,"Jun 11, 2020",0,"Action,Free To Play,Early Access",100000 - 200000,0,80,34
1807000,"Dec 3, 2021",0,"Action,Casual,Indie",0 - 20000,0,3,1
3000020,"Oct 9, 2025",35,"Action,Adventure,Casual,Indie,RPG",0 - 20000,0,0,0
1729070,"Dec 11, 2021",60,Casual,0 - 20000,0,0,0
1542160,"Feb 26, 2021",0,Casual,0 - 20000,0,5,0
1875850,"Feb 4, 2022",0,"Adventure,Casual,Indie",0 - 20000,0,3,0
3390630,"Apr 27, 2025",36,"Simulation,Strategy",0 - 20000,0,9,1
1666210,"Jun 14, 2021",0,,0 - 0,0,0,0
1284080,"Jul 9, 2020",0,Strategy,100000 - 200000,1471,87,17
2668660,"Nov 30, 2023",30,Casual,0 - 20000,0,0,0
1860250,"Apr 26, 2025",0,"Action,Casual,Indie,Early Access",0 - 20000,0,14,0
514180,"Sep 9, 2016",55,Simulation,0 - 20000,247,94,15
2417300,"May 29, 2023",0,"Casual,Indie",0 - 20000,0,18,4
450140,"Mar 22, 2016",0,Strategy,50000 - 100000,3,207,10
1418310,"Oct 26, 2020",0,"Casual,Indie",0 - 20000,0,18,5
3985730,"Dec 8, 2025",0,"Action,Adventure,Indie,Early Access",0 - 20000,0,0,0
2225030,"Dec 15, 2022",0,"Indie,Free To Play",0 - 20000,0,0,0
1264590,"Jul 24, 2020",0,"Casual,Simulation,Strategy",0 - 20000,0,0,0
1899760,"May 10, 2022",0,"Adventure,Casual,Free To Play,Indie",0 - 0,0,0,0
2463220,"Nov 7, 2025",20,"Action,Adventure,Indie,RPG",0 - 20000,554,0,0
567840,"Feb 1, 2017",0,"Casual,Indie,Early Access",0 - 20000,0,6,3
62000,"Nov 18, 2010",0,"Action,Casual",50000 - 100000,104,499,43
2067790,"Mar 29, 2023",30,"Action,Adventure,Indie",100000 - 200000,129,1307,74
719350,"Mar 21, 2018",0,"Action,Adventure,Indie",0 - 20000,0,1,0
2112210,"Jan 17, 2023",0,"Action,Adventure,Indie,RPG",0 - 20000,0,27,9
2573960,"Feb 4, 2025",0,Simulation,0 - 20000,0,0,0
63700,"Nov 2, 2010",70,"Action,Casual,Indie",200000 - 500000,95,696,168
2530030,"Aug 10, 2023",0,"Action,Indie,Simulation",0 - 20000,0,6,6
2164100,"Mar 1, 2023",0,Casual,0 - 20000,0,7,0
2793460,"Jun 14, 2024",0,"Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy,Free To Play",0 - 0,0,0,0
745620,"Dec 8, 2017",0,"Action,Indie",0 - 20000,0,1,4
2457280,"Jul 18, 2024",0,"Action,Adventure,Indie,Early Access",0 - 20000,0,3,0
496310,"Oct 27, 2016",0,"Action,Adventure,Indie",0 - 20000,0,36,12
289070,"Oct 20, 2016",90,Strategy,10000000 - 20000000,6205,304053,45867
1574030,"Mar 25, 2021",0,"Action,Adventure,Indie",0 - 20000,0,8,4
671840,"Oct 26, 2017",0,"Adventure,Casual,Indie,Racing,RPG,Simulation,Sports,Strategy",0 - 20000,0,13,3
1393310,"Nov 15, 2020",0,"Adventure,Indie",0 - 20000,0,17,3
3700140,"Sep 12, 2025",0,"Casual,Indie,Free To Play",0 - 0,0,0,0
548240,"Oct 17, 2019",0,"Action,Indie",0 - 20000,2,56,38
483820,"Oct 24, 2016",0,"Action,Adventure,Indie,RPG,Strategy",0 - 20000,0,2,1
815840,"Mar 30, 2018",0,"Action,Adventure,Casual,Indie",0 - 20000,0,2,4
1461190,"Nov 19, 2020",0,Action,20000 - 50000,0,1,2
366180,"Mar 22, 2016",0,"Action,Adventure,Casual,Indie",0 - 20000,257,52,31
1226180,"Oct 21, 2022",60,"Casual,Indie,Simulation",0 - 20000,0,2,1
1287510,"Apr 23, 2020",0,"Casual,Indie",0 - 20000,0,0,0
2923240,"Nov 8, 2025",0,,0 - 0,0,0,0
2260450,"Dec 20, 2024",0,"Adventure,Early Access",0 - 20000,0,9,5
2908000,"May 7, 2024",0,"Action,Adventure,Casual",0 - 20000,0,0,0
11390,"Aug 27, 2009",0,"Action,Racing,Simulation",0 - 0,0,0,0
2407800,"May 15, 2023",0,"Indie,RPG",0 - 20000,0,13,0
687730,"Nov 20, 2017",0,"Casual,Simulation",0 - 20000,0,7,3
3026520,"Mar 28, 2025",0,,0 - 0,0,0,0
2089630,"Nov 13, 2025",0,"Adventure,Indie",0 - 0,0,0,0
899630,"Sep 21, 2018",0,"Adventure,Casual,Indie,Simulation",0 - 20000,0,0,0
1533390,"Jan 1, 2023",0,"Action,Casual",1000000 - 2000000,1198,64966,6197
3101510,"Aug 7, 2024",0,"Free To Play,Early Access",0 - 0,0,0,0
4061250,"Oct 3, 2025",0,,0 - 0,0,0,0
3591200,"Apr 29, 2025",0,"Action,Adventure",0 - 20000,0,1,0
2981690,"May 22, 2024",40,"Adventure,Indie,Strategy",20000 - 50000,0,1,1
2841050,"Mar 14, 2024",0,"Action,Adventure,Indie,Early Access",0 - 20000,0,3,0
1629200,"Jun 2, 2021",0,"Action,RPG",100000 - 200000,223,422,189
321600,"Sep 12, 2014",0,Casual,20000 - 50000,21,9,54
1154810,"Sep 24, 2020",90,"Action,Indie",200000 - 500000,184,3376,342
1798640,"Mar 18, 2022",0,Casual,0 - 20000,0,19,2
2119550,"Aug 17, 2023",0,"Action,Indie",0 - 20000,0,17,1
2116520,"Sep 27, 2022",0,"Action,Indie,Free To Play",0 - 20000,0,0,0
1619930,"Apr 30, 2021",0,,0 - 0,0,0,0
3466450,"Aug 24, 2025",0,"Casual,Indie",0 - 0,0,0,0
1015130,"Feb 28, 2019",75,"Action,Adventure,Indie",0 - 20000,112,208,76
3775680,"Dec 15, 2025",0,"Adventure,Simulation",0 - 0,0,0,0
3728700,"Jun 15, 2025",0,,0 - 0,0,0,0
3159900,"Feb 11, 2025",0,"Adventure,RPG",0 - 20000,0,136,27
577760,"Jul 7, 2017",0,"Indie,RPG",0 - 0,0,0,0
3499050,"Feb 23, 2025",0,"Indie,Simulation,Sports,Strategy",0 - 20000,0,1,0
3122030,"Sep 26, 2024",0,,0 - 0,0,0,0
1466090,"Dec 7, 2020",0,Adventure,20000 - 50000,0,6,3
1927000,"Apr 5, 2022",0,Education,0 - 20000,0,5,1
4141570,"Dec 12, 2025",0,"Action,Indie",0 - 20000,0,0,0
1110670,"Aug 24, 2019",60,"Action,Adventure,Casual,Indie,Strategy",0 - 20000,0,5,1
926010,"Oct 1, 2018",0,"Action,Indie,Early Access",0 - 20000,0,29,21
340560,"Dec 8, 2016",0,Action,0 - 20000,0,5,7
1694500,"Aug 25, 2021",0,"Casual,Indie",0 - 20000,0,20,2
1634100,"Jun 1, 2023",65,"Action,Adventure,Casual",0 - 20000,55,122,12
1159350,"Sep 23, 2024",0,"Indie,Simulation,Strategy",0 - 20000,0,12,9
1924460,"May 28, 2024",0,Sports,0 - 20000,0,6,0
1290620,"May 20, 2020",0,Action,0 - 20000,0,3,2
3027060,"Nov 17, 2025",0,"Indie,Simulation,Early Access",0 - 0,0,0,0
1082860,"Aug 2, 2019",0,"Adventure,RPG",0 - 20000,0,5,0
2741410,"Jan 5, 2024",0,"Adventure,Casual,Indie",0 - 20000,0,0,0
2274360,"Jan 9, 2023",0,,0 - 0,0,0,0
3389390,"Nov 20, 2025",0,"Action,Casual,Indie,Racing,Simulation,Sports,Early Access",0 - 20000,0,0,0
3413110,"Feb 16, 2025",0,"Casual,Indie",0 - 20000,0,6,0
3882460,"Aug 21, 2025",0,"Casual,Indie",0 - 20000,0,0,0
517720,"Sep 13, 2017",40,"Adventure,Indie,RPG,Strategy,Early Access",0 - 20000,931,202,136
742470,"Dec 7, 2017",0,Adventure,0 - 20000,0,35,4
1568580,"Mar 26, 2021",0,"Action,Adventure,Casual,Indie,RPG,Strategy",0 - 20000,0,20,0
3454570,"Sep 16, 2025",0,"Action,Adventure,Indie,Simulation",0 - 0,0,0,0
1068720,"Jan 28, 2021",0,"Action,Casual,Indie",0 - 20000,0,2,0
